400.4737989423326	(44.88497642769177, 15.541210121674862, -62.880253367781044, 68.57137018065426, 22.95624941665832, -3.581142764285473, -9.16062820051556, 61.94579387344502, -17.41180562556997, 76.59108987335777)
400.9213101840036	(45.91025490997388, 15.702481874485297, -63.89869161756164, 67.0194684926983, 24.33088505049968, -5.35220032416071, -9.639153496978638, 60.84268140049642, -15.923337524713935, 78.36667788506635)
400.6521334446587	(47.57067365148002, 17.968021893739255, -64.51794925706152, 65.55022970729435, 25.1540952337428, -6.773384491836943, -9.962075033895601, 61.60701131183996, -12.417389362437754, 77.37009977730858)
400.6987462022373	(43.525272055230666, 15.356907008105077, -62.00937270561467, 68.35011727541689, 22.479188610133463, -3.59732443949815, -9.10247316462458, 61.74989890659227, -17.793312372943348, 77.42106441566142)
401.4022741829597	(53.55199411831094, 24.319256309390095, -66.2516654258272, 59.83866348237965, 27.201912938247933, -11.286675439365803, -8.91933134766093, 63.24964055549458, -5.812150628754929, 76.31267415730736)
401.4278449763325	(51.6449934735237, 23.166152585706435, -68.63289209484664, 60.004503595567016, 26.33200555618367, -11.21255109992708, -9.961396476083875, 62.69825369083027, -6.014734735031208, 77.07644319181946)
400.8306437525543	(48.094480622475714, 20.11144965442383, -64.89823880806118, 65.06373868178135, 24.58936360886915, -7.508127298322842, -9.507078706556221, 62.13629878997948, -11.873209206168864, 77.16448855510183)
401.17381510118406	(47.58954053388584, 18.72230111263948, -65.66526148241127, 64.61291446829712, 24.243482418383707, -7.018084890669108, -8.864656258563725, 63.12607013670604, -13.354940605780367, 76.76007357140001)
401.8730996866575	(54.286997034054465, 25.498163848860628, -68.93752821987279, 57.2968645313491, 26.70928277540873, -12.622638067970325, -8.898540626273883, 61.565607437530026, -1.5631396147570107, 76.1950558648868)
400.27043753471304	(39.0334087929889, 10.895813240476995, -59.29934559218521, 73.35613125118238, 21.37745335294823, 1.9809657333138235, -5.4915858723973345, 61.62132141838322, -25.563879401121312, 75.45930009422544)
400.96685490597304	(49.42271506633782, 19.63432249740018, -64.62325129526376, 63.018757352624, 25.330247668620668, -9.158600674044221, -9.826731990474016, 61.79555946593114, -9.869113450348499, 77.17700424162192)
401.16355982152965	(49.42212629062476, 19.032386962110763, -66.09249165312634, 64.02962751683464, 23.68584227542648, -8.363982224910389, -11.752652109744647, 61.7983807404007, -9.751314743892214, 77.85918092290159)
400.5675338257353	(44.01146838665374, 15.582164179384167, -62.59047814835654, 69.59404868077195, 22.812747412140663, -3.5822805133237647, -8.298231834313503, 62.17740451821541, -18.43618017062573, 75.57508016563379)
401.9695008133912	(50.86613252649266, 20.122122483849115, -68.18285072312075, 61.98260991202785, 25.813367007051866, -10.63450570649525, -10.75414865964863, 61.752791917657035, -8.398671931673201, 79.06553440158194)
402.07496447220103	(58.216447734221966, 32.6916109645054, -69.73101246270053, 51.06579897687536, 29.941606160291528, -17.088904225169756, -4.4619749503911, 63.77855596906506, 2.3723521270530057, 73.97950675057685)
400.9910302263172	(45.38498184971639, 13.138640677404705, -63.345908323035744, 68.17504052121704, 23.195560871980263, -3.6257457646403415, -10.057071391872057, 60.77012876189448, -17.03753954627544, 78.33796393686254)
400.77695018524093	(45.59998414143842, 18.224649267726303, -64.7404525757913, 66.18147161012006, 23.59300141413048, -5.929676281643294, -9.248767739505652, 61.50951051075303, -13.581489252296056, 76.85666973890898)
400.9164354406114	(45.646864628009176, 16.15564878637714, -62.34272602105048, 67.43392195147244, 23.705714275801064, -3.9082010181739135, -9.798072878247723, 61.25217299979109, -15.546577115302286, 77.42944134443351)
401.29079623323435	(51.50177270761276, 22.067677282819414, -66.82740312347332, 61.587454495401786, 25.95171182939746, -9.701961649934583, -9.707473272098394, 62.50217366576427, -6.656450888815945, 76.17420291784887)
401.62453977411957	(54.19523449236706, 22.433465053470776, -66.67190541589497, 60.281203031623235, 26.57143191222634, -11.389195727210819, -10.448828577016764, 63.9011437581195, -6.2278506971599565, 76.92106537098572)
400.67995971797563	(43.596106474372654, 15.078510152094752, -63.68812454192162, 68.26666646223714, 23.409110638754917, -3.958433525534337, -8.522279449379191, 61.278422829869385, -17.036912953825173, 76.9605615572989)
400.7347740146686	(45.06685553179597, 16.09016194430859, -63.31455080796539, 67.77544830156224, 22.712371355540736, -4.209319410895889, -8.674930843561107, 61.678413344229504, -17.35626174652248, 76.1492682794798)
401.33247523412564	(53.642072661892335, 25.886147659417777, -68.07995678888027, 57.63615584119624, 27.511404265250047, -13.50073756409672, -9.511972097840715, 62.95065827341666, -4.002726318937816, 77.25562158022191)
400.5476091399934	(41.52105708882634, 13.281454514177211, -61.36660723768044, 71.18181393305471, 22.058953039130405, -1.3152863896098457, -6.255682277855728, 62.07350393431219, -22.708244812033815, 75.57937565804306)
401.0335228714787	(46.48528226456446, 17.19863040362337, -63.58657449321272, 66.54435142101737, 25.01253605965571, -5.753374084825417, -9.105749670612685, 60.765596947716105, -14.779938499196827, 77.2020002563716)
