828.2289266250991	(-11.46376974969059, 26.636985955511, -28.01488650521654, -11.407341289204416, 15.271635374148548, 25.925676750319056, -19.052726411468065, 15.641218873373209, -17.30817181267402, 14.117013928084594, 14.120154746047616, -54.32737478251402, 10.094798006230059, 32.67227160375721, -7.596054982963617, 0.8917823145659104, 9.950380759393447, -23.256557556766158, -6.218264275609689, -1.3287556566514196)
824.9817153868756	(-22.600649490066118, 8.937643198534102, -27.29706606353586, -1.3871346413851475, 22.17134630398286, 24.002369468690134, -13.521964012123195, 19.146934575871004, -12.368442428007272, 35.57183517117174, 18.115609144005425, -56.55121684854487, 3.782787601918371, 33.834284069259844, -19.321123848787305, 5.2034165224411115, 11.029229768138508, -19.278878743815767, -1.2792252407110567, -6.8432237768022)
848.2847667435635	(-26.58740381950691, 16.888968298205377, -17.297697394647813, 1.929897814997666, 13.501816898383167, 14.405766261164345, -33.38375199701497, 29.730096688924917, -31.96984253334758, 36.813571335138064, 18.698419206549485, -41.7980459301862, 10.009306878053188, 18.12845141200745, -18.273526379255138, 14.726289082187193, 2.0561176640576315, -12.352998175051235, 0.4393479865573344, -17.050484036534613)
849.256018742403	(-18.002306771181164, 20.113668206988073, -17.26743471979103, -14.100758770432153, 23.925887786338826, 20.53405100316438, -18.005925698621432, 29.841715729263388, 3.180803887246096, 23.36473231076, 28.431062359888116, -47.19890693183617, -0.4340400919554038, 29.537296668957705, -4.0783777281694595, 4.2782008185466935, 17.217083956639655, -20.896965958292245, 0.5456015654500508, 6.277945258732719)
843.2827567787622	(-21.633669698750698, 22.200958858481506, -18.14935713057774, -4.690998230185919, 27.294178187729056, 8.847465471079047, -13.302508783399128, 24.33230353153945, -11.131785308577186, 35.151657140583424, 13.94792511533056, -23.312376445290596, 15.039434846825422, 13.673456802756062, -5.672751927321821, -2.464381433498646, 13.100317237457833, -3.9312649336794143, -12.323546610543353, -10.393325368823133)
843.0789907295007	(-31.466062116458467, 19.826169965425105, -23.404703998791202, -8.381273599103205, 6.31107916101789, 31.98370991045972, -38.426057629558464, 25.36989737958245, -8.224238934454009, 46.97986934243799, 8.270873741509664, -32.14178598813607, 19.03753866046733, 23.821052187288814, -17.785120178686125, 9.737388683580916, 1.115582182608445, -8.423644136291447, -24.401666565482724, -10.902582261779354)
843.894239888409	(-36.44744730906868, 11.76941405779755, -27.432539171955217, 1.365828973246423, 11.011381497718329, 1.6737718117615488, -24.85545247367126, 24.483010445599664, -1.1101041263325346, 22.92909047144726, 33.80681313357926, -36.59968104538628, 19.67997107263238, 34.1190950184943, -13.03220898937871, 8.269348931468373, 12.183753033768115, -13.353596656295043, -19.064987848452102, 2.0249639986366628)
839.0686946673119	(-11.89524383384244, 12.754952698666385, -21.896055465438668, -12.13380554995299, 7.37501367675409, 22.623490447417222, -10.59993610658968, 34.839550232287024, -8.997666215302232, 37.37305711622672, 17.952168297745953, -41.2610877871431, 15.585883209608735, 24.27412827172051, -5.123704964684441, 7.080759717513565, 9.32957061262227, -28.233771005513095, 2.0209597416797314, -9.545031610944715)
847.7554823186462	(-39.8402124850866, 35.17544782347599, -26.530636114072717, -1.5833644596643912, 25.04045897804784, 26.09000050112518, -23.16524515746025, 33.5174067860879, -6.960140070101266, 29.70092415817799, 13.009658008327971, -48.0144598304523, 14.823841470014843, 23.45083015555546, -11.832857008848311, 0.15528187388821066, 3.541482213313678, -13.56355803873901, -2.6570031533680387, 0.9832526148291005)
851.1877242752441	(-12.313843317258344, 15.954606080247867, -27.69353639905939, -0.9188810145445682, 20.999753312096455, 12.167297807590167, -22.98831386802658, 38.890174273712915, -21.187670257602502, 42.51057445270796, 13.170620582200655, -62.51147739808107, 4.807252252842262, 38.65632690153879, -0.44451376992889063, -25.526454543443684, 7.174360334641643, -9.373036885226421, 1.960211721148237, 7.0378660627808385)
