731.5097534963938	(-18.11165522157491, 17.149592641283405, -21.699061229988974, -15.440254114052989, 12.503924159001441, 23.607813931457645, -27.6844980703726, 41.353886531603266, -2.4134168959632136, 34.08888003240797)
735.4439607947461	(-14.110191820695622, 18.255404549546444, -31.278696608292993, -8.97262248030993, 22.21556049169083, 6.91446509795724, -26.055296894017832, 28.611805122451116, -10.88347504013579, 32.55104680395135)
731.601583293896	(-10.882156125186441, 11.91846565840447, -25.218900525353195, -5.791597517072835, 11.973193617861076, 9.224421534261111, -21.32516763354924, 27.634172167660235, 6.164457058565863, 34.89639477818019)
732.5961680953179	(-16.140811147286858, 15.291977732676774, -24.312072922294618, -17.417190032382848, 19.173591897552374, 18.440977375917743, -20.23077891833194, 25.694483022314188, -6.065353470608951, 27.996884313216448)
735.6732470419565	(-20.99712370000244, 16.120682793862226, -18.930575014571815, -6.186701724705845, 16.20302571279217, 15.225118101817912, -30.276905689288473, 28.308696111870603, 1.0045407065380494, 34.65186217094024)
737.9662936421869	(-22.982551069015926, 20.693189326190932, -25.177597868241328, -12.020922439738278, 11.67829210867022, 10.643150611150071, -21.638810780882398, 34.27213374323689, -14.197049831055327, 34.988333547546745)
730.2298204496806	(-23.125544342992473, 21.131423130805622, -32.50833049636816, -6.593419397136588, 11.43500999205982, 15.832406387398215, -22.420542585314525, 28.78178216081004, -0.24734367422717823, 25.19040124281205)
732.4873055852935	(-20.18064436705301, 17.773539657670362, -12.892840948146963, -15.977582248907275, 17.39910145339014, 17.7630900201099, -29.51261110429322, 24.976920019517625, -0.20785745318680382, 34.86493449038993)
739.8225583324879	(-18.541267900185233, 11.32995175792469, -26.599961966553995, -3.7472484674446704, 11.039346863488902, 16.617708066610994, -13.606830144401975, 42.79014251060157, 0.561812326024868, 49.14467168398044)
727.6137677285174	(-20.234345406567726, 17.226741211651337, -27.597591079980386, -9.074712833657745, 20.911222602220107, 18.550351619602814, -22.317944716306997, 18.641351423822005, 0.26340716229457206, 35.4825314078064)
735.0287636614485	(-12.346822155612202, 17.372354126899026, -28.64860698765816, -14.58631329132168, 10.987576084648861, 26.821716347768607, -27.873777140016713, 25.23264268042204, -8.041632867181312, 32.33404297248895)
736.398045388034	(-11.06452694339649, 9.9776445770735, -36.4453726908447, -16.343809994211266, 12.950633104895248, 15.13500356015412, -25.65180309368282, 26.136062295075334, -2.5823115813746043, 25.71577255763007)
733.6925576088148	(-14.140430895705606, 19.928730771439994, -29.162629563424186, -16.93186277477987, 14.60910953802149, 22.755970451141657, -24.474667274042545, 34.510676038191754, -0.6671589810529707, 36.3497087286631)
729.369846422757	(-19.563833566255745, 16.05645323769615, -29.45785267569573, -11.843533907191464, 13.87189310828541, 22.571567233619596, -23.785316161683305, 28.530822211781263, -9.110790148823671, 28.887675868543973)
728.5867782688267	(-22.509747713455702, 9.926610885658292, -30.166362669454458, -13.924630357451791, 18.463694034740065, 18.31655994009096, -29.838564144808984, 34.59172085980574, -0.9455841980510248, 37.910295405956695)
735.3478219511652	(-21.51804473337673, 7.386078891332765, -24.755953503488637, -15.270566522692764, 22.348486288663615, 12.19486305697665, -15.745048001686918, 21.527363924761936, -3.788445114001312, 39.27982628165248)
728.776033793667	(-26.305703751540868, 19.936222555296784, -28.283467270635768, -9.385902062936442, 23.891322910666677, 15.051984297209039, -19.305507497271805, 37.07711504851186, -6.711278740838674, 43.61165707732048)
737.8268657664172	(-20.66982313783093, 13.60776447766384, -17.493257599144037, -10.354430252005438, 8.530230891154563, 20.461872507879363, -17.1494194744804, 18.080097720773967, -6.82226933440722, 39.3620655036524)
728.1331816729556	(-25.22173725371767, 13.058916882511873, -27.9748896533646, -15.828055054458016, 5.535370288637169, 13.610283050575514, -23.68295454937477, 28.7931007336405, -4.8307122864937675, 30.133250848474713)
734.2272850030515	(-19.79631020988606, 5.1623638409317145, -23.544119432897723, -10.437960140355239, 12.993797812881807, 20.3269015885727, -15.580334033868704, 31.822671071885775, -1.3193134635293722, 31.68582564222891)
728.3665449853181	(-23.163556637957115, 9.635817958198775, -26.063706575064394, -9.220316735456821, 10.287455245343859, 18.042218289700546, -12.431883921712965, 21.71645544312864, -1.6160565006046106, 41.38971299456059)
735.7331533983878	(-20.68926514800774, 11.003891074986836, -16.74193016485749, -11.748264863962813, 16.007044412842987, 20.650821751573577, -15.446868415645024, 28.752976715810135, 8.812125450690623, 30.390283641934587)
729.5566592377093	(-13.442139499465162, 19.457193638093884, -27.749209465079215, -15.297175041597024, 20.487324701076776, 20.721899673808885, -22.588174786084693, 37.652398233047876, -5.003020566284196, 37.681331535207434)
724.941668258716	(-22.372337663622478, 7.390858149673342, -22.52369673267159, -10.42031810725583, 13.577876746484941, 12.2694661738389, -15.610705972097476, 24.990239701938744, -3.4549601837904667, 30.30087067143341)
732.0466320849022	(-16.14820265191048, 22.783867298844257, -32.05409907580842, -8.52583582620121, 10.528988039871027, 9.390227656132028, -21.449133574170162, 30.98839958177301, 5.875019945068767, 38.87988621571492)
